competition,ts_start,ts_end,throw,tori
SAR2210D1T1,2:39:13,2.39:15,ko uchi makikomi,white
SAR2210D1T1,2:40:19,2:40:21,tani otoshi,white
SAR2210D1T1,2:40:42,2:40:45,sode tsurikomi goshi,white
SAR2210D1T1,2.44:15,2:44:17,uchi mata,blue
SAR2210D1T1,2:48.12,2:48:14,uchi mata,white
SAR2210D1T1,2:51:53,2:51:55,sumi gaeshi,white
SAR2210D1T1,2:53:33,2:53:35,harai goshi,blue
SAR2210D1T1,2:26:50,2:26:53,o soto gari,white
SAR2210D1T1,2:59:09,2:59:11,harai goshi,blue
SAR2210D1T1,3:01:11,3:01:13,uchi mata,blue
SAR2210D1T1,3:01:54,3:01:56,tai otoshi,blue
SAR2210D1T1,3:07:42,3:07:44,ippon seoi nage,blue
SAR2210D1T1,3:19:15,3:19:17,sode tsurikomi goshi,white
SAR2210D1T1,3:19:50,3:19:52,sode tsurikomi goshi,blue
SAR2210D1T1,3:21:22,3:21:24,soto makikomi,white
SAR2210D1T1,3:23:26,3:23:28,uchi mata,white
SAR2210D1T1,3:27:40,3:27:42,o soto gari,white
SAR2210D1T1,3:29:29,3:29:32,o soto gari,white
SAR2210D1T1,3:33:05,3:33:07,ko soto gari,blue
SAR2210D1T1,3:38:09,3:38:11,uara nage,white
SAR2210D1T1,3:38:39,3:38:41,utsuri goshi,blue
SAR2210D1T1,3:39:39,3:39:41,o soto gari,white
SAR2210D1T1,3:40:06,3:40:08,ko uchi makikomi,blue
SAR2210D1T1,3:42:26,3:42:28,kata guruma,white
SAR2210D1T1,3:45:31,3.45:33,kata guruma,white
SAR2210D1T1,3:55:53,3:55:55,yoko tomoe nage,white
SAR2210D1T1,4:02:01,4:02:03,korote seoi nage,blue
SAR2210D1T1,4:03:33,4:03:35,sode tsurikomi goshi,white
SAR2210D1T1,4:09:43,4:09:45,o uchi gari,white
SAR2210D1T1,4:13:21,4:13:23,uchi mata,white
SAR2210D1T1,4:16:35,4:16:37,tani otoshi,white
SAR2210D1T1,4:19:24,4:19:25,ko uchi barai,white
SAR2210D1T1,4:20:41,4:20:42,ko uchi barai,white
SAR2210D1T1,4:21:04,4:21:06,uchi mata,blue
SAR2210D1T1,4:21:54,4:21:55,ko uchi barai,white
SAR2210D1T1,4:22:29,4:22:31,sode tsurikomi goshi,white
SAR2210D1T1,4:28:27,4:28:29,ura nage,white
SAR2210D1T1,4:38:02,4:38:04,kata guruma,white
SAR2210D1T1,4:39:15,4:39:17,ko soto gari,white
SAR2210D1T1,4:42:21,4:42:23,sode tsurikomi goshi,white
SAR2210D1T1,4:51:55,4:51:57,tani otoshi,blue
SAR2210D1T1,4:52:55,4:52:57,ippon seoi nage,blue
SAR2210D1T1,4:53:59,4:54:01,o uchi gari,blue
SAR2210D1T1,4:56:11,4:56:13,eri seoi nage,blue
SAR2210D1T1,4:58:11,4:58:13,tai otoshi,white
SAR2210D1T1,5:05:58,5:06:00,kata guruma,white
SAR2210D1T1,5:07:23,5:07:25,sumi gaeshi,blue
SAR2210D1T1,5:12:26,5:12:28,sumi gaeshi,blue
SAR2210D1T1,5:16:29,5:16:31,tai otoshi,white
SAR2210D1T1,5:17:22,5:17:24,ko uchi barai,blue
SAR2210D1T1,5:19:32,5:19:34,ko uchi barai,blue
SAR2210D1T1,5.26:54,5:26:56,harai goshi,blue
SAR2210D1T1,5:32:10,5:32:12,ko uchi barai,white
SAR2210D1T1,5:34:12,5:34:14,harai goshi,blue
SAR2210D1T1,5:34:41,5:34:43,soto makikomi,blue
SAR2210D1T1,5:38:09,5:38:11,sode tsurikomi goshi,blue
SAR2210D1T1,5:41:49,5:41:51,sode tsurikomi goshi,blue
SAR2210D1T1,5:44:16,5:44:18,sode tsurikomi goshi,blue
